date,review,exact_date,translated_review
5 years ago,A must place to visit. Rejuvenating and really amazing experience of place. Carved a peaceful Vrindavan in chaos of Mumbai and Surat,2019-05-20,A must place to visit. Rejuvenating and really amazing experience of place. Carved a peaceful Vrindavan in chaos of Mumbai and Surat
10 months ago,Very nice place …,2023-07-23,Very nice place …
6 years ago,One must definitely visit...it's serene ... It's Spiritual and peaceful environment makes the trip worth... With the awesome feeling being there in mist of nature ...,2018-05-20,One must definitely visit...it's serene ... It's Spiritual and peaceful environment makes the trip worth... With the awesome feeling being there in mist of nature ...
a year ago,"Mini Vrindavan, nice food, good hospitality, but the tour guides are not that educated",2023-05-19,"Mini Vrindavan, nice food, good hospitality, but the tour guides are not that educated"
a year ago,Excellent facilities. Professional arrangements. Very nicely planned programmes with great insights. …,2023-05-19,Excellent facilities. Professional arrangements. Very nicely planned programmes with great insights. …
2 years ago,It was so nice an devotional place were all the people were in enjoining there trip to govardhan eco village,2022-05-19,It was so nice an devotional place were all the people were in enjoining there trip to govardhan eco village
2 years ago,We can be close to God as well as best for enjoying holidays. Also a replica of vrindavan and beautiful aartis,2022-05-19,We can be close to God as well as best for enjoying holidays. Also a replica of vrindavan and beautiful aartis
a year ago,Most auspicious devotional place & wonderful Anna-Daan.,2023-05-19,Most auspicious devotional place & wonderful Anna-Daan.
a year ago,Awesome place spend time with family and connecting krishna …,2023-05-19,Awesome place spend time with family and connecting krishna …
7 months ago,Beautiful place and devotional vibes,2023-10-21,Beautiful place and devotional vibes
4 years ago,"Very friendly staff, best possible food, serene, pleasant ambience. My favourite place for weekend getaway.",2020-05-19,"Very friendly staff, best possible food, serene, pleasant ambience. My favourite place for weekend getaway."
a year ago,"Awesome ambience, very clean & hygienicU experience inner peace here!!!",2023-05-19,"Awesome ambience, very clean & hygienicU experience inner peace here!!!"
10 months ago,Nice place  nature place ☺️hare Krishna 🙏 …,2023-07-23,Nice place  nature place ☺️hare Krishna 🙏 …
2 years ago,Extremely Amazing place for peaceful and positive vibes with mental and spiritual well-being.,2022-05-19,Extremely Amazing place for peaceful and positive vibes with mental and spiritual well-being.
a year ago,"Awesome , must visit",2023-05-19,"Awesome , must visit"
a year ago,A place with absolute ambience encircled with amazing nature greenery it is wonders on the earth replica of vrindavan.,2023-05-19,A place with absolute ambience encircled with amazing nature greenery it is wonders on the earth replica of vrindavan.
7 years ago,"Worth a visit, and try and stay for a few days to really experience the place. Peace and spirituality combined with great food!",2017-05-20,"Worth a visit, and try and stay for a few days to really experience the place. Peace and spirituality combined with great food!"
3 years ago,It's very beautiful place forever. I would like to say it's place for piece. The spratuality is start from here. Hare Krishna,2021-05-19,It's very beautiful place forever. I would like to say it's place for piece. The spratuality is start from here. Hare Krishna
3 years ago,"This place is heaven on earth. I just visited it with my family, just fell in love. Cannot recommend more...",2021-05-19,"This place is heaven on earth. I just visited it with my family, just fell in love. Cannot recommend more..."
a year ago,It was a wonderful experience at Govardhan eco village. Will like to visit again. …,2023-05-19,It was a wonderful experience at Govardhan eco village. Will like to visit again. …
a year ago,Amazing place to visit.Wonderful vibrations.Beautiful deities …,2023-05-19,Amazing place to visit.Wonderful vibrations.Beautiful deities …
11 months ago,Divine experience …,2023-06-23,Divine experience …
3 years ago,"very nice place, one has to visit once in life. it's life time remeberance",2021-05-19,"very nice place, one has to visit once in life. it's life time remeberance"
a year ago,One of the most best experience in my  life Hare krishna 😊 …,2023-05-19,One of the most best experience in my  life Hare krishna 😊 …
3 years ago,A place full of adventure education demonstrations of Vrindanvan..,2021-05-19,A place full of adventure education demonstrations of Vrindanvan..
2 years ago,"For Those who want to be with nature, the food stuff was awesome and very delicious, symptoms.Recommended to visit this place...🏞️🏞️🏞️",2022-05-19,"For Those who want to be with nature, the food stuff was awesome and very delicious, symptoms.Recommended to visit this place...🏞️🏞️🏞️"
5 years ago,"Excellent  site even if not totally developed, specially life size live model of vrindavan ,Yamuna are very beautiful .Must visit.",2019-05-20,"Excellent  site even if not totally developed, specially life size live model of vrindavan ,Yamuna are very beautiful .Must visit."
3 years ago,Extremely nice place... have been visiting here every year for mindfulness,2021-05-19,Extremely nice place... have been visiting here every year for mindfulness
9 years ago,"Amazing place! Scenic Nature, Knowledge, Cows, Swimming, Ayurvedic Spa & Massage, Farms, nice accommodation, gardens,Tranquil Experience, stone Temple and Spirituality.",2015-05-21,"Amazing place! Scenic Nature, Knowledge, Cows, Swimming, Ayurvedic Spa & Massage, Farms, nice accommodation, gardens,Tranquil Experience, stone Temple and Spirituality."
8 months ago,Very calm n peaceful environment …,2023-09-21,Very calm n peaceful environment …
3 years ago,"It's a perfect place either for spiritual rejunevation,  for practical spiritualityfor today's global issues",2021-05-19,"It's a perfect place either for spiritual rejunevation,  for practical spiritualityfor today's global issues"
2 years ago,"Simple Living, high Thinking.... Spiritual place, HH Radhanath Swami maharaj desire, Amazing community, Nature love... ❤️ Heart",2022-05-19,"Simple Living, high Thinking.... Spiritual place, HH Radhanath Swami maharaj desire, Amazing community, Nature love... ❤️ Heart"
4 months ago,Iskcon mandir forest super location,2024-01-19,Iskcon mandir forest super location
10 months ago,Beautiful place 😍 same to same vrindavan ❤️ radhe radhe 🙏,2023-07-23,Beautiful place 😍 same to same vrindavan ❤️ radhe radhe 🙏
3 years ago,Best place visit in weekend in spiritually progressed should spend all life time here,2021-05-19,Best place visit in weekend in spiritually progressed should spend all life time here
8 months ago,"Divine place, No entry fess required, …",2023-09-21,"Divine place, No entry fess required, …"
11 months ago,"Very slow service, staff never picks up phone for booking …",2023-06-23,"Very slow service, staff never picks up phone for booking …"
